book_title,author_name,keywords
The Mermaids Singing,Lisa Carey (Goodreads Author),tamblyn; island; irish; weaving; carey; mermaids; lisa; isolation; grandmother; family; stole; ireland; sensual; belongs; lyrical; voices; coast; pulled; fierce; unable
Human.4,Mike A. Lancaster (Goodreads Author),apba; kyle; def; game; alpharetta; baseball; straker; volunteered; lame; streams; oddly; absolutely; fingers; pa; snap; laughter; tapes; amateur; computers; expecting
Le Club des incorrigibles optimistes,Jean-Michel Guenassia,michel; et; des; ils; jean; le; du; il; leurs; leur; ce; par; qu; pour; dans; la; prix; cent; les; club
Inferno,"Larry Niven, Jerry Pournelle",inferno; benito; hell; allen; dante; sins; pond; dim; regions; carpentier; nether; torment; wield; pocket; tormented; niven; grave; sheer; frank; colored
Venus Plus X,Theodore Sturgeon,sturgeon; charlie; johns; gender; theodore; finds; human; vague; pollution; venus; tensions; notion; delivered; evocation; lyricism; advanced; improbable; boldest; intent; produced
Beyond Reach,Karin Slaughter (Goodreads Author),sara; slaughter; lena; trent; thriller; georgia; winner; karin; cop; nomination; blindsighted; coworker; suit; pediatrician; arrested; darker; layers; threads; plenty; series
Indelible,Karin Slaughter (Goodreads Author),jeffrey; slaughter; station; sara; trent; thriller; georgia; police; winner; karin; cop; nomination; blindsighted; shooter; reinstated; blank; series; wounded; sins; command
The Enchantress of Florence,Salman Rushdie,rushdie; capital; emperor; princess; lost; true; persia; humanist; machiavelli; ensues; wrestles; enchantments; mesmerized; dell; inhuman; yellow; courtesans; boyhood; sultan; enchantress
Faithless,Karin Slaughter (Goodreads Author),slaughter; jeffrey; sara; killed; trent; thriller; georgia; winner; stumble; guessed; karin; dozens; cop; consumed; fashion; nomination; tolliver; surprises; blindsighted; turbulent
Notorious,Cecily von Ziegesar (creator),ziegesar; gossip; jenny; von; tinsley; waverly; girl; school; disciplinary; expelled; ghost; 2006; roommate; committee; hockey; carmichael; excellent; glamorous; griggs; cecily
Found,Evangeline Anderson (Goodreads Author),green; allfather; scourge; teach; scarred; hank; desires; heart; late; warrior; youtube; fault; son; awesome; book; urge; conflicting; mates; dominate; hatched
Sought,Evangeline Anderson (Goodreads Author),green; kat; twin; lock; kindred; hank; deep; planet; youtube; fault; home; awesome; mind; moons; brother; book; cure; john; convince; indianapolis
Smiles to Go,Jerry Spinelli,spinelli; champ; eater; chess; jerry; freak; afraid; older; universe; gettysburg; science; big; plimpton; control; sister; eileen; brother; knows; friend; great
The Ugly Little Boy,"Isaac Asimov, Robert Silverberg",lagash; asimov; nightfall; boy; little; transferred; silverberg; plucked; 1958; engrossing; collaboration; sf; ugly; 21st; story; wrote; length; robert; short; second
Isle of Swords,Wayne Thomas Batson (Goodreads Author),alleble; paragor; glimpse; ross; awakens; aidan; eliam; gwenne; antoinette; realm; dormant; volcano; monks; thorne; searched; cliff; bartholomew; declan; pirate; lad
Being a Green Mother,Piers Anthony,anthony; pg; piers; satan; warns; niobe; llano; orb; bio; teaches; controls; xanth; charming; song; marry; plays; spell; seeks; prophecy; 12
The Private Patient,P.D. James,dalgliesh; james; private; accessed; powell; chandler; plastic; nursing; treated; patients; surgeon; canon; addition; patient; investigate; commander; george; 09; adam; welcome
Will in the World: How Shakespeare Became Shakespeare,Stephen Greenblatt,greenblatt; playwright; historicism; greatest; shakespeare; renaissance; remarkably; explained; achievement; surrounded; stephen; talented; tapestry; sensitive; norton; hear; time; moves; feel; 978
"Astonishing X-Men, Volume 3: Torn","Joss Whedon (Writer), John Cassaday (Artist)",cassaday; downward; frost; behaviour; spinning; lying; spiral; non; emma; wait; secretly; union; club; months; unlikely; comics; final; astonishing; planetary; stop
"Astonishing X-Men, Volume 4: Unstoppable","Joss Whedon (Writer), John Cassaday (Artist)",cassaday; astonishing; men; whedon; comics; planetary; joss; arc; strap; folks; 19; 24; unstoppable; brain; comic; collecting; eisner; recent; size; giant
Dr. Thorne,"Anthony Trollope, Ruth Rendell (Editor)",thorne; anthony; frank; mary; 1882; money; bibliography; booth; 1866; schmidt; letters; 1867; 1875; 1870; bankrupt; marrying; morality; poverty; stories; recounts
Coraline,P. Craig Russell (Adaptor,theatre; better; doris; house; want; sleep; feast; fluttering; crawl; dinosaur; similar; visual; adaptation; russell; craig; teeth; marvelous; strangely; chandler; tools
Answer to Job,"C.G. Jung, R.F.C. Hull (Translator)",hull; jung; theological; psychology; religious; answer; general; job; translating; translations; concepts; discourse; symbolic; touchstones; francis; work; argument; 1952; factors; psychic
A Good Scent from a Strange Mountain,Robert Olen Butler (Goodreads Author),vietnam; novelist; born; collection; stories; english; vietnamese; 1993; butler; reissue; pulitzer; jungles; scent; grove; critics; poet; proud; lyrical; aftermath; returning
Vanishing Act,Thomas Perry (Goodreads Author),perry; jane; madea; tyler; buddy; fool; membership; intruder; suspected; heritage; vanish; identities; tribe; clients; authentic; thanks; trap; variety; surprised; wilderness
Hush: An Irish Princess' Tale,Donna Jo Napoli (Goodreads Author),molk; learn; brown; illustrator; marauding; captors; fascination; carve; kirkus; vow; difference; speaking; silence; aboard; crafted; object; regarded; thrown; candlewick; alongside
Bearing an Hourglass,Piers Anthony,anthony; satan; piers; gifts; xanth; resolved; traps; greeted; immortality; incarnation; immense; directly; scheme; banished; position; accepted; armed; meant; confront; cunning
Lenore: Noogies,Roman Dirge,comic; art; roman; romp; mutilations; funniest; cannibals; dolls; clock; legal; vampire; surreal; cursed; featuring; artist; monsters; darkest; slave; animal; mansion
Apocalypse Culture,Adam Parfrey (Editor),parfrey; apocalypse; feral; culture; portland; forces; isbn; house; sensed; perspectives; significantly; increased; nether; articles; regions; articulate; nerve; transcendental; irreconcilable; alternately
Limes inferior,Janusz A. Zajdel,zajdel; nie; jest; polish; ludzie; za; socjalizmie; nikt; gdzie; tym; świecie; nic; się; science; poland; cylinder; sf; fiction; planet; award
Life Support,Tess Gerritsen (Goodreads Author),gerritsen; toby; rizzoli; isles; order; harper; delirious; prostitute; tess; responds; epidemic; subsequent; direct; winds; disappears; er; chinese; twist; trace; exchange
What a Carve Up!,Jonathan Coe (Goodreads Author),born; prize; shamelessly; collaborate; bile; agatha; malicious; christie; novelist; menace; entertaining; produced; managed; tour; charles; certainly; marks; english; poetry; comedy
Cluster,Piers Anthony,anthony; piers; tri; kirlian; flint; dinosaur; carver; andromeda; saves; equally; conquerors; aura; xanth; tribe; elizabeth; destroying; skin; bent; slave; galaxy
The Eternal Husband,"Fyodor Dostoyevsky, Constance Garnett (Translator)",garnett; russian; heinemann; husband; fyodor; dostoyevsky; deceased; london; chatto; windus; eternal; magazine; plot; translations; complicated; lover; published; relationship; tolstoy; constance
Geomancer,Ian Irvine (Goodreads Author),johnstone; tiaan; crystal; lyrinx; visions; doug; faber; ossians; talent; beat; tombstoning; strathclyde; crystals; predators; clankers; forbidding; upcoming4; worker; sabotage; mastery
The Silent Blade,R.A. Salvatore,salvatore; tsr; drizzt; realms; enslave; deluxe; lockwood; 1998; vile; reissue; best; todd; formidable; related; jarlaxle; shard; served; marked; swept; destroying
A Taste for Death,P.D. James,dalgliesh; james; slit; throat; accessed; 09; malice; derelict; crust; murder; murderous; lowest; minister; cambridge; soaked; violet; disparate; logic; challenged; scotland
Anil's Ghost,Michael Ondaatje,ondaatje; sri; lanka; anil; toronto; isbn; ghost; michael; coach; educated; maelstrom; knopf; york; campaigns; unfolding; ravages; piercing; steeped; organized; anthropologist
NASIONAL.IS.ME,Pandji Pragiwaksono,indonesia; yang; album; comedy; 32; stand; comic; indonesian; special; broadcaster; tv; casino; presenter; 2015; 2017; comedian; netflix; competition; kings; social
Vacant,Evelyn R. Baldwin (Goodreads Author),ethan; simple; poet; surviving; neighbor; knows; english; born; writer; forced; chance; child; living; american; novelist; john; welfare; reevaluate; develops; fiction
Waverley,Walter Scott,scott; stuart; edward; walter; english; waverley; scottish; uprising; honour; baron; home; heritage; scotland; aristocratic; edinburgh; relates; sought; journeys; sir; dreamer
Diary of a Superfluous Man,"Ivan Turgenev, David A. Patterson (Translator)",translators; loved; liza; 1850; alienated; ailing; melancholy; portraits; consciousness; curious; reflects; man; painful; failure; diary; central; appear; lovers; deal; literary
In Patagonia,"Bruce Chatwin, Nicholas Shakespeare (Introduction)",chatwin; land; log; cassidy; bits; bruce; bandits; descriptions; 1977; immigrants; cabin; stretch; exquisite; fueled; anecdotes; unmistakable; evocative; exhilarating; exotic; lust
Sa Femme or the Other Woman,Emmanuèle Bernheim,femme; sa; soir; affair; pool; sculptor; swimming; film; est; denis; collector; médicis; adapted; tale; friday; manipulation; cube; andré; françois; platform
A Crime in the Neighborhood,Suzanne Berne (Goodreads Author),murder; anne; prize; born; sister; time; mother; suburb; remind; award; headline; smoking; deserted; suspicions; novelist; committing; 1973; centers; intertwined; poetry
Custody,Nancy Thayer,ballantine; thayer; custody; summer; begin; flash; envisions; agreeing; madison; appointment; nancy; candidate; massachusetts; emerges; engaged; anne; bedroom; doubleday; warring; awakens
Red Square,Martin Cruz Smith,arkady; smith; 978; isbn; infrastructure; 1991; simon; renko; rudy; schuster; martin; moscow; york; democratic; consumed; squad; underworld; gypsy; russia; bank
Knight & Stay,Kitty French (Goodreads Author),kelly; lucien; sophie; knight; husband; forever; strictly; viking; tail; memoir; role; legs; lights; strings; series; odyssey; intensely; appeared; bruised; vowed
Salt: A World History,Mark Kurlansky,isbn; kurlansky; basque; mark; history; cod; food; 978; fish; 345; frozen; award; salt; populated; routes; revolutions; birdseye; financed; layered; humankind
Exposure,Alan Russell (Goodreads Author),ra; payne; graham; actress; kirby; russell; cia; bbc; morris; car; tiny; beloved; die; adventure; mystery; jack; jim; odyssey; artwork; celebrities
Voyage Through Time: Walks of Life to the Nobel Prize,Ahmed H. Zewail,zewail; developed; egypt; developing; book; ahmed; science; world; worlds; life; technology; chemical; far; egyptian; takes; mantle; delta; map; rejects; dimension
The Device,Patrick Skelton (Goodreads Author),died; poet; issues; novelist; born; device; revised; neighbor; uncover; troubled; past; english; john; american; leads; writer; quest; irish; killed; edition
Eminent Victorians,Lytton Strachey,strachey; lytton; eminent; notable; victorian; exposed; surrounding; legends; process; biography; impact; figures; generation; era; art; did; books; cambridge; bloomsbury; trinity
Kering,Iwan Simatupang,satu; yang; indonesia; dan; ia; indonesian; kota; 1966; itu; dengan; ed; novel; 1961; 1960; drama; 1970; di; collection; seorang; tidak
An Angel from Hell: Real Life on the Front Lines,Ryan A. Conklin,iraq; duty; member; real; ryan; regiment; famed; tour; brooklyn; gettysburg; angel; mtv; world; cast; war; army; hell; blunt; gritty; misery
Good Things Happened Today,Christopher Atwood (Goodreads Author),gilead; aunt; agnes; nicole; lydia; growth; choices; good; commander; happened; today; things; intersection; divinity; dynamic; enlightenment; blends; make; noah; obsessive
A Star Called Henry,Roddy Doyle,doyle; irish; henry; roddy; ha; picaresque; pints; snapper; dublin; reckless; evolution; brimming; recounts; heroism; ireland; novel; poignant; rebellion; grand; commitments
"Sassafrass, Cypress & Indigo",Ntozake Shange,shange; south; mama; obvious; oldest; dolls; weave; ntozake; dancer; carolina; colored; youngest; angeles; artists; seeing; sisters; talk; poet; poetry; gift
Golden Blood,Melissa Pearl (Goodreads Author),aislinn; keenan; hart; harrison; faeries; donia; lovely; trilogy; rules; marr; blood; fey; wicked; askew; sheltered; veneer; abused; granger; father; girl
Yaz Geçer,Murathan Mungan,bir; turkish; 1991; 1992; 1997; şiirden; yana; üç; iyi; bu; bile; ın; 1986; gay; album; songs; nice; metal; min; 10
Set in Stone,Anna Cruise (Goodreads Author),green; stone; losing; hank; noel; involve; delves; leo; camping; celtic; lore; emotionally; youtube; warm; possess; haired; seductive; heard; weekend; fault
The World in Half,Cristina Henriquez,henríquez; mother; panama; thought; father; wanted; suburb; assumed; stationed; consent; aware; plots; exhilarating; grew; chicago; illness; pregnant; presence; writing; heal
A Light into the Darkness,Shelly Goodman Wright (Goodreads Author),disability; jessica; disabilities; try; father; disorder; activities; fictional; discovers; invisible; mother; unreal; swamp; daily; coma; arranged; bewildered; outrageous; independence; priority
